# Siglent SDS824 capture
# idn=Siglent Technologies,SDS824X HD,SDS08A0Q809696,3.8.12.1.1.3.8
# points=5000
# dt=1.999999943436e-09 s
# x_unit=s, y_unit=V
# columns: time_s, voltage_V
-5.006000000000e-06,-1.318619823596e-01
-5.004000000057e-06,-2.118619842968e-01
-5.002000000113e-06,-7.852864773486e-02
-5.000000000170e-06,-1.318619823596e-01
-4.998000000226e-06,-5.186198042247e-02
-4.996000000283e-06,-2.519531311009e-02
-4.994000000339e-06,-5.186198042247e-02
-4.992000000396e-06,-5.186198042247e-02
-4.990000000453e-06,-1.051953150472e-01
-4.988000000509e-06,-2.519531311009e-02
-4.986000000566e-06,1.477864619119e-03
-4.984000000622e-06,1.477864619119e-03
-4.982000000679e-06,1.348112011810e-01
-4.980000000735e-06,1.348112011810e-01
-4.978000000792e-06,1.477864619119e-03
-4.976000000848e-06,5.481119924389e-02
-4.974000000905e-06,1.348112011810e-01
-4.972000000962e-06,1.348112011810e-01
-4.970000001018e-06,1.348112011810e-01
-4.968000001075e-06,1.881445358058e-01
-4.966000001131e-06,-1.851888065676e-01
-4.964000001188e-06,-1.851888065676e-01
-4.962000001244e-06,-1.585221392552e-01
-4.960000001301e-06,-1.318554719428e-01
-4.958000001358e-06,-2.518880269326e-02
-4.956000001414e-06,5.481770966071e-02
-4.954000001471e-06,-5.185547000565e-02
-4.952000001527e-06,-2.518880269326e-02
-4.950000001584e-06,5.481770966071e-02
-4.948000001640e-06,2.815104234833e-02
-4.946000001697e-06,1.614843789102e-01
-4.944000001753e-06,-1.051822942136e-01
-4.942000001810e-06,-1.851822961507e-01
-4.940000001867e-06,1.881510462226e-01
-4.938000001923e-06,-1.318489615260e-01
-4.936000001980e-06,-1.851822961507e-01
-4.934000002036e-06,2.815755276515e-02
-4.932000002093e-06,-1.851757857339e-01
-4.930000002149e-06,-1.585091184215e-01
-4.928000002206e-06,2.816406318198e-02
-4.926000002263e-06,2.816406318198e-02
-4.924000002319e-06,1.614908893271e-01
-4.922000002376e-06,1.081575547023e-01
-4.920000002432e-06,-2.118424530463e-01
-4.918000002489e-06,-1.051757837968e-01
-4.916000002545e-06,1.081640651191e-01
-4.914000002602e-06,-1.585026080047e-01
-4.912000002659e-06,-1.851692753171e-01
-4.910000002715e-06,-1.051692733799e-01
-4.908000002772e-06,-1.585026080047e-01
-4.906000002828e-06,1.348307324315e-01
-4.904000002885e-06,1.081640651191e-01
-4.902000002941e-06,-1.585026080047e-01
-4.900000002998e-06,-7.850260606756e-02
-4.898000003054e-06,-1.318359406923e-01
-4.896000003111e-06,-1.318359406923e-01
-4.894000003168e-06,1.614973997439e-01
-4.892000003224e-06,1.614973997439e-01
-4.890000003281e-06,1.348307324315e-01
-4.888000003337e-06,1.497395869592e-03
-4.886000003394e-06,5.483073049436e-02
-4.884000003450e-06,5.483073049436e-02
-4.882000003507e-06,2.816406318198e-02
-4.880000003564e-06,1.081640651191e-01
-4.878000003620e-06,8.149739780674e-02
-4.876000003677e-06,1.881640670563e-01
-4.874000003733e-06,1.614973997439e-01
-4.872000003790e-06,-2.118359426295e-01
-4.870000003846e-06,-2.118359426295e-01
-4.868000003903e-06,-2.516927144279e-02
-4.866000003959e-06,1.503906286416e-03
-4.864000004016e-06,1.348372428483e-01
-4.862000004073e-06,1.615039101607e-01
-4.860000004129e-06,-2.118294322127e-01
-4.858000004186e-06,-1.584960975879e-01
-4.856000004242e-06,-5.182942833835e-02
-4.854000004299e-06,-5.182942833835e-02
-4.852000004355e-06,-2.516276102597e-02
-4.850000004412e-06,1.615104205775e-01
-4.848000004469e-06,5.484375132801e-02
-4.846000004525e-06,2.817708401562e-02
-4.844000004582e-06,8.151041864039e-02
-4.842000004638e-06,8.151041864039e-02
-4.840000004695e-06,1.081770859528e-01
-4.838000004751e-06,1.516927120065e-03
-4.836000004808e-06,8.151692905722e-02
-4.834000004864e-06,1.348502636820e-01
-4.832000004921e-06,-2.118164113790e-01
-4.830000004978e-06,1.348502636820e-01
-4.828000005034e-06,1.615169309944e-01
-4.826000005091e-06,-1.318164094419e-01
-4.824000005147e-06,1.348502636820e-01
-4.822000005204e-06,-2.118164113790e-01
-4.820000005260e-06,-1.851497440666e-01
-4.818000005317e-06,-2.118164113790e-01
-4.816000005374e-06,1.881835983068e-01
-4.814000005430e-06,-1.851497440666e-01
-4.812000005487e-06,1.615169309944e-01
-4.810000005543e-06,-1.318164094419e-01
-4.808000005600e-06,-1.051497421295e-01
-4.806000005656e-06,-1.318164094419e-01
-4.804000005713e-06,-1.051497421295e-01
-4.802000005770e-06,-2.514974019232e-02
-4.800000005826e-06,2.819010484927e-02
-4.798000005883e-06,8.152343947404e-02
-4.796000005939e-06,-2.118099009622e-01
-4.794000005996e-06,-1.318098990250e-01
-4.792000006052e-06,-5.180989708788e-02
-4.790000006109e-06,-2.514322977549e-02
-4.788000006165e-06,-5.180989708788e-02
-4.786000006222e-06,1.529947953713e-03
-4.784000006279e-06,1.081966172032e-01
-4.782000006335e-06,1.615299518280e-01
-4.780000006392e-06,-2.118033905454e-01
-4.778000006448e-06,1.081966172032e-01
-4.776000006505e-06,1.081966172032e-01
-4.774000006561e-06,2.819661526610e-02
-4.772000006618e-06,1.529947953713e-03
-4.770000006675e-06,-2.118033905454e-01
-4.768000006731e-06,1.536458370538e-03
-4.766000006788e-06,-1.851302128161e-01
-4.764000006844e-06,-1.051302108790e-01
-4.762000006901e-06,-7.846354356661e-02
-4.760000006957e-06,-1.851302128161e-01
-4.758000007014e-06,1.348697949325e-01
-4.756000007070e-06,1.536458370538e-03
-4.754000007127e-06,2.820312568292e-02
-4.752000007184e-06,-1.051302108790e-01
-4.750000007240e-06,-1.051237004622e-01
-4.748000007297e-06,8.154948114134e-02
-4.746000007353e-06,8.154948114134e-02
-4.744000007410e-06,1.348828157661e-01
-4.742000007466e-06,8.155599155816e-02
